duration_s,forward_progress_m,blocked_time_s,pinned_time_s,collisions,success,start_to_goal_m
0.200,2.779,0.000,0.000,0,true,2.388
0.060,2.429,0.000,0.000,0,true,3.004
0.080,2.748,0.000,0.000,0,true,2.400
0.080,3.056,0.000,0.000,0,true,3.159
0.200,2.167,0.000,0.000,0,true,2.192
0.060,2.228,0.000,0.000,0,true,2.418
0.200,2.278,0.000,0.000,0,true,2.273
0.060,2.373,0.000,0.000,0,true,2.621
0.080,2.573,0.000,0.000,0,true,2.370
0.060,2.366,0.000,0.000,0,true,2.890
0.200,2.790,0.000,0.000,0,true,2.390
0.080,2.918,0.000,0.000,0,true,3.003
0.180,1.565,0.000,0.000,0,true,1.950
0.080,3.039,0.000,0.000,0,true,3.153
0.080,1.941,0.000,0.000,0,true,2.063
0.060,2.310,0.000,0.000,0,true,2.517
0.080,2.411,0.000,0.000,0,true,2.325
0.060,2.379,0.000,0.000,0,true,2.716
0.080,2.616,0.000,0.000,0,true,2.370
0.060,2.403,0.000,0.000,0,true,2.942
0.200,2.817,0.000,0.000,0,true,2.397
0.080,2.971,0.000,0.000,0,true,3.061
0.200,1.757,0.000,0.000,0,true,1.930
0.060,2.122,0.000,0.000,0,true,2.250
0.200,2.154,0.000,0.000,0,true,2.183
0.060,2.232,0.000,0.000,0,true,2.412
0.200,2.331,0.000,0.000,0,true,2.285
0.060,2.312,0.000,0.000,0,true,2.523
0.200,2.409,0.000,0.000,0,true,2.324
0.060,2.378,0.000,0.000,0,true,2.719
0.200,2.619,0.000,0.000,0,true,2.368
0.060,2.429,0.000,0.000,0,true,3.004
0.080,2.745,0.000,0.000,0,true,2.405
0.080,3.057,0.000,0.000,0,true,3.158
0.200,2.033,0.000,0.000,0,true,2.115
0.060,2.260,0.000,0.000,0,true,2.464
0.080,2.422,0.000,0.000,0,true,2.331
0.060,2.375,0.000,0.000,0,true,2.719
0.200,2.722,0.000,0.000,0,true,2.385
0.060,2.353,0.000,0.000,0,true,2.888
0.200,2.817,0.000,0.000,0,true,2.405
0.080,3.013,0.000,0.000,0,true,3.114
0.080,1.854,0.000,0.000,0,true,1.983
0.080,3.281,0.000,0.000,0,true,3.768
0.180,3.129,0.000,0.000,0,true,3.020
0.060,2.574,0.000,0.000,0,true,3.119
0.200,3.294,0.000,0.000,0,true,2.561
0.060,2.238,0.000,0.000,0,true,2.460
0.180,2.750,0.000,0.000,0,true,2.397
0.080,3.416,0.000,0.000,0,true,3.552
0.180,2.558,0.000,0.000,0,true,2.326
0.060,2.515,0.000,0.000,0,true,3.006
0.180,3.212,0.000,0.000,0,true,2.550
0.080,3.304,0.000,0.000,0,true,3.410
0.180,2.600,0.000,0.000,0,true,2.295
0.060,2.467,0.000,0.000,0,true,2.843
0.180,3.216,0.000,0.000,0,true,2.532
0.080,3.430,0.000,0.000,0,true,3.578
0.180,2.747,0.000,0.000,0,true,2.390
0.060,2.417,0.000,0.000,0,true,2.736
0.180,3.015,0.000,0.000,0,true,2.499
0.080,3.184,0.000,0.000,0,true,3.251
0.160,2.163,0.000,0.000,0,true,2.063
0.080,3.301,0.000,0.000,0,true,3.440
0.180,2.739,0.000,0.000,0,true,2.376
0.060,2.500,0.000,0.000,0,true,2.978
0.180,3.262,0.000,0.000,0,true,2.552
0.080,3.239,0.000,0.000,0,true,3.330
0.180,2.576,0.000,0.000,0,true,2.232
0.060,2.339,0.000,0.000,0,true,2.583
0.180,2.838,0.000,0.000,0,true,2.440
0.060,2.488,0.000,0.000,0,true,2.957
0.200,3.267,0.000,0.000,0,true,2.559
0.060,2.349,0.000,0.000,0,true,2.654
0.180,3.102,0.000,0.000,0,true,2.500
0.080,3.259,0.000,0.000,0,true,3.358
0.180,2.655,0.000,0.000,0,true,2.293
0.060,2.353,0.000,0.000,0,true,2.643
0.180,2.995,0.000,0.000,0,true,2.460
0.060,2.514,0.000,0.000,0,true,2.985
0.180,3.268,0.000,0.000,0,true,2.555
0.080,3.207,0.000,0.000,0,true,3.276
0.180,2.415,0.000,0.000,0,true,2.158
0.060,2.418,0.000,0.000,0,true,2.789
0.200,3.252,0.000,0.000,0,true,2.513
0.060,2.396,0.000,0.000,0,true,2.690
0.200,3.183,0.000,0.000,0,true,2.482
0.060,2.289,0.000,0.000,0,true,2.522
0.180,2.843,0.000,0.000,0,true,2.421
0.080,3.174,0.000,0.000,0,true,3.241
0.180,2.258,0.000,0.000,0,true,2.066
0.060,2.284,0.000,0.000,0,true,2.522
0.180,2.791,0.000,0.000,0,true,2.414
0.060,2.388,0.000,0.000,0,true,2.790
0.180,3.125,0.000,0.000,0,true,2.523
0.080,3.408,0.000,0.000,0,true,3.551
0.180,2.598,0.000,0.000,0,true,2.325
0.060,2.379,0.000,0.000,0,true,2.792
0.200,3.385,0.000,0.000,0,true,2.549
0.060,2.350,0.000,0.000,0,true,2.642
0.180,3.030,0.000,0.000,0,true,2.485
0.080,3.308,0.000,0.000,0,true,3.413
0.180,2.370,0.000,0.000,0,true,2.209
0.060,2.410,0.000,0.000,0,true,2.806
0.180,3.133,0.000,0.000,0,true,2.531
0.080,3.459,0.000,0.000,0,true,3.606
0.180,2.792,0.000,0.000,0,true,2.371
0.060,2.419,0.000,0.000,0,true,2.745
0.180,3.020,0.000,0.000,0,true,2.492
0.080,3.368,0.000,0.000,0,true,3.486
0.180,2.585,0.000,0.000,0,true,2.284
0.060,2.478,0.000,0.000,0,true,2.890
0.180,3.127,0.000,0.000,0,true,2.536
0.080,3.415,0.000,0.000,0,true,3.550
0.180,2.669,0.000,0.000,0,true,2.334
0.060,2.464,0.000,0.000,0,true,2.888
0.180,3.237,0.000,0.000,0,true,2.546
0.080,3.280,0.000,0.000,0,true,3.768
0.180,3.227,0.000,0.000,0,true,3.025
0.060,2.229,0.000,0.000,0,true,2.422
0.180,2.627,0.000,0.000,0,true,2.362
0.080,3.098,0.000,0.000,0,true,3.138
0.180,2.267,0.000,0.000,0,true,2.015
0.060,2.331,0.000,0.000,0,true,2.567
0.180,2.947,0.000,0.000,0,true,2.448
0.060,2.361,0.000,0.000,0,true,2.659
0.180,3.008,0.000,0.000,0,true,2.476
0.080,3.302,0.000,0.000,0,true,3.399
0.180,2.461,0.000,0.000,0,true,2.220
0.060,2.500,0.000,0.000,0,true,2.985
0.200,3.367,0.000,0.000,0,true,2.553
0.060,2.452,0.000,0.000,0,true,2.838
0.180,3.047,0.000,0.000,0,true,2.516
0.080,3.364,0.000,0.000,0,true,3.478
0.180,2.581,0.000,0.000,0,true,2.291
0.060,2.465,0.000,0.000,0,true,2.910
0.180,3.194,0.000,0.000,0,true,2.535
0.080,3.203,0.000,0.000,0,true,3.270
0.160,2.271,0.000,0.000,0,true,2.143
0.080,3.292,0.000,0.000,0,true,3.402
0.180,2.725,0.000,0.000,0,true,2.371
0.060,2.510,0.000,0.000,0,true,2.991
0.200,3.436,0.000,0.000,0,true,2.552
0.060,2.289,0.000,0.000,0,true,2.523
0.180,2.910,0.000,0.000,0,true,2.422
0.060,2.415,0.000,0.000,0,true,2.785
0.180,3.093,0.000,0.000,0,true,2.511
0.080,3.159,0.000,0.000,0,true,3.217
0.180,2.190,0.000,0.000,0,true,2.065
0.060,2.416,0.000,0.000,0,true,2.715
0.180,3.010,0.000,0.000,0,true,2.485
0.060,2.548,0.000,0.000,0,true,3.082
0.180,3.281,0.000,0.000,0,true,2.556
0.080,3.278,0.000,0.000,0,true,3.403
0.180,2.646,0.000,0.000,0,true,2.376
0.060,2.434,0.000,0.000,0,true,2.878
0.180,3.225,0.000,0.000,0,true,2.537
0.080,3.453,0.000,0.000,0,true,3.600
0.180,2.802,0.000,0.000,0,true,2.368
0.060,2.402,0.000,0.000,0,true,2.699
0.180,2.980,0.000,0.000,0,true,2.478
0.060,2.500,0.000,0.000,0,true,3.003
0.200,3.303,0.000,0.000,0,true,2.562
0.060,2.297,0.000,0.000,0,true,2.529
0.180,2.845,0.000,0.000,0,true,2.419
0.060,2.418,0.000,0.000,0,true,2.860
0.200,3.302,0.000,0.000,0,true,2.530
0.060,2.389,0.000,0.000,0,true,2.698
0.180,3.020,0.000,0.000,0,true,2.478
0.080,3.313,0.000,0.000,0,true,3.416
0.180,2.410,0.000,0.000,0,true,2.209
0.060,2.393,0.000,0.000,0,true,2.680
0.180,2.916,0.000,0.000,0,true,2.454
0.080,3.468,0.000,0.000,0,true,3.584
0.180,2.866,0.000,0.000,0,true,2.402
0.060,2.422,0.000,0.000,0,true,2.736
0.180,3.031,0.000,0.000,0,true,2.499
0.080,3.278,0.000,0.000,0,true,3.768
0.180,3.139,0.000,0.000,0,true,3.017
0.060,2.471,0.000,0.000,0,true,2.833
0.180,3.219,0.000,0.000,0,true,2.543
0.080,3.209,0.000,0.000,0,true,3.278
0.180,2.292,0.000,0.000,0,true,2.145
0.060,2.442,0.000,0.000,0,true,2.771
0.180,3.094,0.000,0.000,0,true,2.529
0.080,3.418,0.000,0.000,0,true,3.549
0.180,2.567,0.000,0.000,0,true,2.331
0.060,2.504,0.000,0.000,0,true,2.955
0.180,3.202,0.000,0.000,0,true,2.549
0.080,3.309,0.000,0.000,0,true,3.437
0.180,2.666,0.000,0.000,0,true,2.334
0.060,2.470,0.000,0.000,0,true,2.907
0.080,3.278,0.000,0.000,0,true,3.768
0.180,3.142,0.000,0.000,0,true,3.021
0.060,2.429,0.000,0.000,0,true,2.810
0.180,3.083,0.000,0.000,0,true,2.511
0.080,3.260,0.000,0.000,0,true,3.353
0.180,2.443,0.000,0.000,0,true,2.231
0.060,2.352,0.000,0.000,0,true,2.603
0.180,3.018,0.000,0.000,0,true,2.476
0.060,2.482,0.000,0.000,0,true,2.906
0.200,3.343,0.000,0.000,0,true,2.545
0.060,2.446,0.000,0.000,0,true,2.751
0.180,3.010,0.000,0.000,0,true,2.477
0.080,3.365,0.000,0.000,0,true,3.482
0.180,2.460,0.000,0.000,0,true,2.279
0.060,2.489,0.000,0.000,0,true,2.956
0.180,3.299,0.000,0.000,0,true,2.554
0.080,3.458,0.000,0.000,0,true,3.574
0.180,2.684,0.000,0.000,0,true,2.400
0.080,3.421,0.000,0.000,0,true,3.569
0.180,2.737,0.000,0.000,0,true,2.370
0.060,2.510,0.000,0.000,0,true,2.989
0.180,3.297,0.000,0.000,0,true,2.555
0.080,3.312,0.000,0.000,0,true,3.413
0.180,2.419,0.000,0.000,0,true,2.211
0.080,3.118,0.000,0.000,0,true,3.166
0.180,2.236,0.000,0.000,0,true,1.998
0.060,2.358,0.000,0.000,0,true,2.642
0.180,2.901,0.000,0.000,0,true,2.456
0.080,3.265,0.000,0.000,0,true,3.356
0.180,2.512,0.000,0.000,0,true,2.227
0.060,2.415,0.000,0.000,0,true,2.791
0.200,3.148,0.000,0.000,0,true,2.511
0.060,2.287,0.000,0.000,0,true,2.522
0.180,2.839,0.000,0.000,0,true,2.417
0.080,3.116,0.000,0.000,0,true,3.162
0.160,2.135,0.000,0.000,0,true,2.007
0.080,3.417,0.000,0.000,0,true,3.552
0.180,2.579,0.000,0.000,0,true,2.328
0.080,3.324,0.000,0.000,0,true,3.427
0.180,2.652,0.000,0.000,0,true,2.290
0.060,2.355,0.000,0.000,0,true,2.648
0.180,2.904,0.000,0.000,0,true,2.454
0.060,2.464,0.000,0.000,0,true,2.961
0.200,3.443,0.000,0.000,0,true,2.562
0.060,2.341,0.000,0.000,0,true,2.583
0.180,2.918,0.000,0.000,0,true,2.442
0.080,3.110,0.000,0.000,0,true,3.152
0.160,2.059,0.000,0.000,0,true,2.017
0.080,3.454,0.000,0.000,0,true,3.604
0.180,2.737,0.000,0.000,0,true,2.369
0.060,2.465,0.000,0.000,0,true,2.898
0.180,3.196,0.000,0.000,0,true,2.539
0.080,3.301,0.000,0.000,0,true,3.412
0.180,2.512,0.000,0.000,0,true,2.288
0.060,2.411,0.000,0.000,0,true,2.719
0.200,3.116,0.000,0.000,0,true,2.510
0.060,2.253,0.000,0.000,0,true,2.478
0.180,2.848,0.000,0.000,0,true,2.392
0.060,2.423,0.000,0.000,0,true,2.740
0.180,3.092,0.000,0.000,0,true,2.498
0.080,3.453,0.000,0.000,0,true,3.575
0.180,2.799,0.000,0.000,0,true,2.397
0.060,2.512,0.000,0.000,0,true,2.976
0.180,3.295,0.000,0.000,0,true,2.557
0.080,3.371,0.000,0.000,0,true,3.489
0.180,2.653,0.000,0.000,0,true,2.285
0.060,2.360,0.000,0.000,0,true,2.644
0.180,2.981,0.000,0.000,0,true,2.462
0.080,3.245,0.000,0.000,0,true,3.323
0.180,2.295,0.000,0.000,0,true,2.148
0.060,2.405,0.000,0.000,0,true,2.770
0.180,3.059,0.000,0.000,0,true,2.513
0.080,3.370,0.000,0.000,0,true,3.486
0.180,2.571,0.000,0.000,0,true,2.283
0.060,2.462,0.000,0.000,0,true,2.911
0.200,3.360,0.000,0.000,0,true,2.537
0.060,2.353,0.000,0.000,0,true,2.635
0.180,2.991,0.000,0.000,0,true,2.460
0.060,2.500,0.000,0.000,0,true,2.989
0.200,3.267,0.000,0.000,0,true,2.553
0.060,2.333,0.000,0.000,0,true,2.618
0.200,3.097,0.000,0.000,0,true,2.453
0.060,2.293,0.000,0.000,0,true,2.517
0.180,2.848,0.000,0.000,0,true,2.425
0.060,2.383,0.000,0.000,0,true,2.814
0.200,3.309,0.000,0.000,0,true,2.535
0.060,2.399,0.000,0.000,0,true,2.700
0.180,3.022,0.000,0.000,0,true,2.476
0.060,2.509,0.000,0.000,0,true,2.992
0.200,3.258,0.000,0.000,0,true,2.553
0.060,2.317,0.000,0.000,0,true,2.554
0.180,2.771,0.000,0.000,0,true,2.421
0.080,3.153,0.000,0.000,0,true,3.211
0.180,2.256,0.000,0.000,0,true,2.072
0.060,2.277,0.000,0.000,0,true,2.504
0.180,2.819,0.000,0.000,0,true,2.423
0.060,2.373,0.000,0.000,0,true,2.678
0.180,3.092,0.000,0.000,0,true,2.499
0.080,3.415,0.000,0.000,0,true,3.557
0.180,2.732,0.000,0.000,0,true,2.372
0.060,2.485,0.000,0.000,0,true,2.978
0.180,3.292,0.000,0.000,0,true,2.551
0.080,3.378,0.000,0.000,0,true,3.493
0.180,2.526,0.000,0.000,0,true,2.285
0.080,3.090,0.000,0.000,0,true,3.128
0.180,2.239,0.000,0.000,0,true,2.016
0.060,2.400,0.000,0.000,0,true,2.692
0.080,2.866,0.000,0.000,0,true,3.768
0.280,6.982,0.000,0.000,0,false,8.490
0.080,0.327,0.000,0.000,0,false,0.372
0.080,0.346,0.000,0.000,0,false,0.417
0.080,0.391,0.000,0.000,0,false,0.493
0.080,0.424,0.000,0.000,0,false,0.547
0.080,0.468,0.000,0.000,0,false,0.623
0.080,0.505,0.000,0.000,0,false,0.698
0.080,0.594,0.000,0.000,0,false,0.775
0.080,0.730,0.000,0.000,0,false,0.830
0.100,0.877,0.000,0.000,0,false,0.917
0.080,0.320,0.000,0.000,0,false,0.362
0.080,0.352,0.000,0.000,0,false,0.424
0.080,0.384,0.000,0.000,0,false,0.482
0.080,0.428,0.000,0.000,0,false,0.554
0.080,0.467,0.000,0.000,0,false,0.625
0.080,0.505,0.000,0.000,0,false,0.703
0.080,0.579,0.000,0.000,0,false,0.758
0.080,0.740,0.000,0.000,0,false,0.838
0.100,0.872,0.000,0.000,0,false,0.908
0.080,0.321,0.000,0.000,0,false,0.360
0.080,0.377,0.000,0.000,0,false,0.464
0.080,0.407,0.000,0.000,0,false,0.519
0.080,0.448,0.000,0.000,0,false,0.588
0.080,0.487,0.000,0.000,0,false,0.665
0.080,0.594,0.000,0.000,0,false,0.780
0.080,0.742,0.000,0.000,0,false,0.841
0.100,0.877,0.000,0.000,0,false,0.912
0.080,0.324,0.000,0.000,0,false,0.362
0.080,0.358,0.000,0.000,0,false,0.430
0.080,0.388,0.000,0.000,0,false,0.486
0.080,0.428,0.000,0.000,0,false,0.555
0.080,0.469,0.000,0.000,0,false,0.627
0.080,0.492,0.000,0.000,0,false,0.675
0.080,0.514,0.000,0.000,0,false,0.723
0.080,0.666,0.000,0.000,0,false,0.804
0.080,0.807,0.000,0.000,0,false,0.873
0.100,0.930,0.000,0.000,0,false,0.943
0.080,0.342,0.000,0.000,0,false,0.397
0.080,0.372,0.000,0.000,0,false,0.453
0.080,0.412,0.000,0.000,0,false,0.521
0.080,0.426,0.000,0.000,0,false,0.609
0.080,0.518,0.000,0.000,0,false,0.726
0.080,0.668,0.000,0.000,0,false,0.799
0.080,0.811,0.000,0.000,0,false,0.877
0.100,0.937,0.000,0.000,0,false,0.944
0.080,0.344,0.000,0.000,0,false,0.399
0.080,0.378,0.000,0.000,0,false,0.455
0.080,0.406,0.000,0.000,0,false,0.514
0.080,0.426,0.000,0.000,0,false,0.561
0.080,0.452,0.000,0.000,0,false,0.620
0.080,0.502,0.000,0.000,0,false,0.698
0.080,0.588,0.000,0.000,0,false,0.768
0.080,0.747,0.000,0.000,0,false,0.841
0.100,0.876,0.000,0.000,0,false,0.908
0.080,0.342,0.000,0.000,0,false,0.366
0.080,0.361,0.000,0.000,0,false,0.418
0.080,0.374,0.000,0.000,0,false,0.463
0.080,0.393,0.000,0.000,0,false,0.512
0.080,0.446,0.000,0.000,0,false,0.598
0.080,0.484,0.000,0.000,0,false,0.655
0.080,0.527,0.000,0.000,0,false,0.726
0.080,0.677,0.000,0.000,0,false,0.809
0.100,0.816,0.000,0.000,0,false,0.874
0.080,0.347,0.000,0.000,0,false,0.391
0.080,0.367,0.000,0.000,0,false,0.438
0.080,0.380,0.000,0.000,0,false,0.482
0.080,0.424,0.000,0.000,0,false,0.560
0.080,0.462,0.000,0.000,0,false,0.619
0.080,0.506,0.000,0.000,0,false,0.691
0.080,0.606,0.000,0.000,0,false,0.770
0.080,0.748,0.000,0.000,0,false,0.841
0.100,0.935,0.000,0.000,0,false,0.948
0.080,0.338,0.000,0.000,0,false,0.398
0.080,0.361,0.000,0.000,0,false,0.446
0.080,0.408,0.000,0.000,0,false,0.528
0.080,0.441,0.000,0.000,0,false,0.582
0.080,0.487,0.000,0.000,0,false,0.659
0.080,0.531,0.000,0.000,0,false,0.737
0.080,0.595,0.000,0.000,0,false,0.781
0.080,0.739,0.000,0.000,0,false,0.836
0.100,0.870,0.000,0.000,0,false,0.911
0.080,0.315,0.000,0.000,0,false,0.359
0.080,0.355,0.000,0.000,0,false,0.430
0.080,0.389,0.000,0.000,0,false,0.487
0.080,0.427,0.000,0.000,0,false,0.553
0.080,0.466,0.000,0.000,0,false,0.625
0.080,0.507,0.000,0.000,0,false,0.704
0.080,0.582,0.000,0.000,0,false,0.753
0.080,0.742,0.000,0.000,0,false,0.847
0.100,0.875,0.000,0.000,0,false,0.908
0.080,0.326,0.000,0.000,0,false,0.369
0.080,0.363,0.000,0.000,0,false,0.430
0.080,0.392,0.000,0.000,0,false,0.484
0.080,0.418,0.000,0.000,0,false,0.530
0.080,0.440,0.000,0.000,0,false,0.572
0.080,0.454,0.000,0.000,0,false,0.617
0.060,2.555,0.000,0.000,0,true,3.294
0.220,8.834,0.000,0.000,0,true,9.050
0.100,5.223,0.000,0.000,0,true,5.449
0.200,5.569,0.000,0.000,0,true,7.940
0.120,5.951,0.000,0.000,0,true,6.481
0.200,4.956,0.000,0.000,0,true,7.204
0.100,4.972,0.000,0.000,0,true,5.135
0.200,5.497,0.000,0.000,0,true,7.792
0.100,5.252,0.000,0.000,0,true,5.526
0.200,5.847,0.000,0.000,0,true,8.182
0.100,5.461,0.000,0.000,0,true,6.457
0.200,6.016,0.000,0.000,0,true,8.441
0.120,6.103,0.000,0.000,0,true,6.675
0.200,5.277,0.000,0.000,0,true,7.547
0.100,5.028,0.000,0.000,0,true,5.213
0.200,5.563,0.000,0.000,0,true,7.866
0.060,2.557,0.000,0.000,0,true,3.294
0.220,8.835,0.000,0.000,0,true,9.050
0.100,5.204,0.000,0.000,0,true,5.453
0.200,5.746,0.000,0.000,0,true,8.015
0.100,5.364,0.000,0.000,0,true,6.272
0.200,6.038,0.000,0.000,0,true,8.390
0.100,5.468,0.000,0.000,0,true,6.456
0.200,6.016,0.000,0.000,0,true,8.444
0.120,6.117,0.000,0.000,0,true,6.674
0.200,5.177,0.000,0.000,0,true,7.447
0.100,5.153,0.000,0.000,0,true,5.378
0.200,5.699,0.000,0.000,0,true,8.024
0.100,5.481,0.000,0.000,0,true,6.460
0.200,6.062,0.000,0.000,0,true,8.444
0.120,6.050,0.000,0.000,0,true,6.575
0.200,4.939,0.000,0.000,0,true,7.185
0.100,4.913,0.000,0.000,0,true,5.051
0.200,5.417,0.000,0.000,0,true,7.706
0.100,5.238,0.000,0.000,0,true,5.525
0.200,5.789,0.000,0.000,0,true,8.173
0.120,6.086,0.000,0.000,0,true,6.625
0.180,4.933,0.000,0.000,0,true,7.380
0.120,6.113,0.000,0.000,0,true,6.673
0.200,5.205,0.000,0.000,0,true,7.464
0.100,5.026,0.000,0.000,0,true,5.213
0.200,5.559,0.000,0.000,0,true,7.858
0.100,5.246,0.000,0.000,0,true,5.524
0.200,5.775,0.000,0.000,0,true,8.101
0.100,5.409,0.000,0.000,0,true,6.309
0.200,6.041,0.000,0.000,0,true,8.393
0.100,5.467,0.000,0.000,0,true,6.456
0.220,6.197,0.000,0.000,0,true,8.436
0.100,4.915,0.000,0.000,0,true,5.057
0.200,5.418,0.000,0.000,0,true,7.704
0.100,5.196,0.000,0.000,0,true,5.452
0.200,5.767,0.000,0.000,0,true,8.101
0.100,5.460,0.000,0.000,0,true,6.458
0.220,6.199,0.000,0.000,0,true,8.438
0.100,4.920,0.000,0.000,0,true,5.058
0.200,5.419,0.000,0.000,0,true,7.700
0.100,5.147,0.000,0.000,0,true,5.372
0.200,5.706,0.000,0.000,0,true,8.024
0.100,5.334,0.000,0.000,0,true,5.680
0.200,5.892,0.000,0.000,0,true,8.248
0.100,5.461,0.000,0.000,0,true,6.459
0.220,6.201,0.000,0.000,0,true,8.441
0.100,4.918,0.000,0.000,0,true,5.057
0.200,5.446,0.000,0.000,0,true,7.712
0.100,5.032,0.000,0.000,0,true,5.212
0.200,5.560,0.000,0.000,0,true,7.861
0.100,5.288,0.000,0.000,0,true,5.606
0.200,5.902,0.000,0.000,0,true,8.264
0.120,6.088,0.000,0.000,0,true,6.627
0.200,5.116,0.000,0.000,0,true,7.378
0.100,5.095,0.000,0.000,0,true,5.294
0.200,5.637,0.000,0.000,0,true,7.947
0.100,5.286,0.000,0.000,0,true,5.601
0.200,5.897,0.000,0.000,0,true,8.263
0.120,6.097,0.000,0.000,0,true,6.626
0.180,4.811,0.000,0.000,0,true,7.267
0.120,6.104,0.000,0.000,0,true,6.673
0.200,5.252,0.000,0.000,0,true,7.525
0.100,5.135,0.000,0.000,0,true,5.370
0.200,5.696,0.000,0.000,0,true,8.020
0.100,5.475,0.000,0.000,0,true,6.458
0.200,6.013,0.000,0.000,0,true,8.416
0.120,6.093,0.000,0.000,0,true,6.625
0.200,5.029,0.000,0.000,0,true,7.286
0.100,5.037,0.000,0.000,0,true,5.219
0.200,5.587,0.000,0.000,0,true,7.869
0.100,5.150,0.000,0.000,0,true,5.371
0.060,2.555,0.000,0.000,0,true,3.294
0.220,8.828,0.000,0.000,0,true,9.048
0.100,5.205,0.000,0.000,0,true,5.452
0.200,5.689,0.000,0.000,0,true,8.011
0.120,6.005,0.000,0.000,0,true,6.539
0.200,4.941,0.000,0.000,0,true,7.190
0.100,4.977,0.000,0.000,0,true,5.140
0.200,5.470,0.000,0.000,0,true,7.765
0.100,5.278,0.000,0.000,0,true,5.602
0.200,5.892,0.000,0.000,0,true,8.262
0.120,6.085,0.000,0.000,0,true,6.626
0.200,5.119,0.000,0.000,0,true,7.370
0.100,4.980,0.000,0.000,0,true,5.135
0.200,5.417,0.000,0.000,0,true,7.709
0.060,2.557,0.000,0.000,0,true,3.294
0.220,8.879,0.000,0.000,0,true,9.052
0.120,5.785,0.000,0.000,0,true,6.415
0.200,5.183,0.000,0.000,0,true,7.470
0.100,5.191,0.000,0.000,0,true,5.656
0.220,6.199,0.000,0.000,0,true,8.425
0.100,5.059,0.000,0.000,0,true,5.300
0.200,5.706,0.000,0.000,0,true,8.018
0.120,5.972,0.000,0.000,0,true,6.576
0.200,5.361,0.000,0.000,0,true,7.630
0.100,5.211,0.000,0.000,0,true,5.668
0.220,6.189,0.000,0.000,0,true,8.429
0.060,2.556,0.000,0.000,0,true,3.294
0.220,8.829,0.000,0.000,0,true,9.050
0.120,5.740,0.000,0.000,0,true,6.355
0.200,5.151,0.000,0.000,0,true,7.438
0.100,5.207,0.000,0.000,0,true,5.660
0.220,6.170,0.000,0.000,0,true,8.426
0.100,5.139,0.000,0.000,0,true,5.486
0.200,5.820,0.000,0.000,0,true,8.254
0.120,6.028,0.000,0.000,0,true,6.680
0.200,5.584,0.000,0.000,0,true,7.942
0.120,5.993,0.000,0.000,0,true,6.612
0.200,5.421,0.000,0.000,0,true,7.702
0.100,5.285,0.000,0.000,0,true,6.290
0.220,6.190,0.000,0.000,0,true,8.443
0.100,5.154,0.000,0.000,0,true,5.484
0.200,5.890,0.000,0.000,0,true,8.264
0.120,6.033,0.000,0.000,0,true,6.684
0.200,5.519,0.000,0.000,0,true,7.843
0.120,5.976,0.000,0.000,0,true,6.574
0.200,5.331,0.000,0.000,0,true,7.605
0.120,5.796,0.000,0.000,0,true,6.348
0.200,4.938,0.000,0.000,0,true,7.210
0.100,5.206,0.000,0.000,0,true,5.606
0.220,6.097,0.000,0.000,0,true,8.328
0.100,5.060,0.000,0.000,0,true,5.301
0.200,5.643,0.000,0.000,0,true,8.020
0.120,5.992,0.000,0.000,0,true,6.611
0.200,5.432,0.000,0.000,0,true,7.697
0.100,5.223,0.000,0.000,0,true,5.726
0.220,6.207,0.000,0.000,0,true,8.434
0.100,5.066,0.000,0.000,0,true,5.298
0.200,5.642,0.000,0.000,0,true,8.026
0.120,6.001,0.000,0.000,0,true,6.610
0.200,5.423,0.000,0.000,0,true,7.697
0.120,5.841,0.000,0.000,0,true,6.404
0.200,5.028,0.000,0.000,0,true,7.275
0.100,5.192,0.000,0.000,0,true,5.546
0.200,5.911,0.000,0.000,0,true,8.258
0.120,6.044,0.000,0.000,0,true,6.676
0.200,5.522,0.000,0.000,0,true,7.864
0.120,5.938,0.000,0.000,0,true,6.529
0.200,5.224,0.000,0.000,0,true,7.534
0.060,2.562,0.000,0.000,0,true,3.294
0.060,2.557,0.000,0.000,0,true,3.294
0.240,9.079,0.000,0.000,0,true,9.169
0.120,6.155,0.000,0.000,0,true,6.786
0.240,7.614,0.000,0.000,0,true,8.601
0.120,6.260,0.000,0.000,0,true,6.849
0.240,7.665,0.000,0.000,0,true,8.768
0.140,6.735,0.000,0.000,0,true,7.047
0.220,6.425,0.000,0.000,0,true,7.729
0.140,6.743,0.000,0.000,0,true,7.014
0.220,6.343,0.000,0.000,0,true,7.645
0.120,6.237,0.000,0.000,0,true,6.857
0.240,7.524,0.000,0.000,0,true,8.744
0.120,6.150,0.000,0.000,0,true,6.677
0.240,7.208,0.000,0.000,0,true,8.450
0.120,5.955,0.000,0.000,0,true,6.441
0.220,6.811,0.000,0.000,0,true,8.069
0.140,6.726,0.000,0.000,0,true,7.039
0.060,2.559,0.000,0.000,0,true,3.294
0.240,9.146,0.000,0.000,0,true,9.171
0.140,6.473,0.000,0.000,0,true,7.149
0.240,7.357,0.000,0.000,0,true,8.328
0.120,6.177,0.000,0.000,0,true,6.723
0.240,7.468,0.000,0.000,0,true,8.613
0.120,6.243,0.000,0.000,0,true,6.900
0.260,7.782,0.000,0.000,0,true,8.900
0.120,5.903,0.000,0.000,0,true,6.378
0.220,6.681,0.000,0.000,0,true,7.982
0.120,6.268,0.000,0.000,0,true,7.015
0.240,7.592,0.000,0.000,0,true,8.854
